event_id_no_cnty;event_date;event_type;actor1;inter1;actor2;inter2;country;location;fatalities
1663;07/12/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Fangak;
1662;06/12/2014;Battle-No change of territory;Loroyo Communal Militia (South Sudan);4;Idali Communal Militia (South Sudan);4;South Sudan;Torit;24
1661;06/12/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Fangak;
1660;03/12/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Police Forces of South Sudan (2011-);1;South Sudan;Melut;4
1658;02/12/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Fangak;
1659;02/12/2014;Violence against civilians;LRA: Lords Resistance Army;2;Civilians (South Sudan);7;South Sudan;Ezo;0
1657;01/12/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Fangak;
1655;30/11/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Fangak;
1656;30/11/2014;Violence against civilians;LRA: Lords Resistance Army;2;Civilians (South Sudan);7;South Sudan;Ezo;0
1654;29/11/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Fangak;
1653;28/11/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Fangak;0
1651;27/11/2014;Battle-Government regains territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Fangak;
1652;27/11/2014;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Unidentified Armed Group (South Sudan);3;South Sudan;Akuoc-cok;
1649;26/11/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Fangak;0
1650;26/11/2014;Violence against civilians;Unidentified Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Lesi;
1648;24/11/2014;Riots/Protests;Rioters (South Sudan);5;Police Forces of South Sudan (2011-);1;South Sudan;Yambio;
1646;20/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Nasir;0
1647;20/11/2014;Violence against civilians;Military Forces of South Sudan (2011-) Presidential Security Unit;1;Civilians (South Sudan);7;South Sudan;Juba;0
1645;19/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Nasir;0
1644;18/11/2014;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Police Forces of South Sudan (2011-);1;South Sudan;Kapoeta;0
1643;16/11/2014;Riots/Protests;Rioters (South Sudan);5;Rioters (South Sudan);5;South Sudan;Malakal;
1642;13/11/2014;Remote violence;Military Forces of Sudan (1989-);8;Civilians (South Sudan);7;South Sudan;Bunj;3
1641;13/11/2014;Violence against civilians;Police Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Juba;0
1639;12/11/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Kapoeta;0
1637;12/11/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Yei;0
1640;12/11/2014;Remote violence;Military Forces of Sudan (1989-);8;Civilians (South Sudan);7;South Sudan;Bunj;4
1638;12/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bentiu;0
1635;10/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Renk;0
1636;10/11/2014;Remote violence;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Fangak;0
1634;10/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Dukduk;15
1632;08/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Toor;0
1633;08/11/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Juba;2
1630;07/11/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Bor;0
1631;07/11/2014;Violence against civilians;Police Forces of South Sudan (2011-);1;Civilians (Ethiopia);7;South Sudan;Raja;0
1628;04/11/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rumbek;1
1627;04/11/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Kapoeta;4
1626;04/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Malakal;0
1625;04/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Fangak;
1629;04/11/2014;Riots/Protests;Rioters (South Sudan);;;;;;
1624;04/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Atar;
1623;03/11/2014;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Police Forces of South Sudan (2011-);1;South Sudan;Ngabagok;1
1617;03/11/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Wau;0
1620;03/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Malakal;0
1622;03/11/2014;Remote violence;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Doleib Hill;0
1619;03/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Atar;0
1621;03/11/2014;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Atar;0
1618;03/11/2014;Battle-Government regains territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Atar;
1614;02/11/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Malakal;0
1616;02/11/2014;Remote violence;Military Forces of Sudan (1989-);8;Civilians (South Sudan);7;South Sudan;Shumam;
1615;02/11/2014;Remote violence;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Doleib Hill;0
1613;01/11/2014;Battle-No change of territory;Tonj East Communal Militia (South Sudan);4;Tonj North Communal Militia (South Sudan);4;South Sudan;Warrap;
1612;30/10/2014;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of South Sudan (2011-);1;South Sudan;Juba;0
1611;30/10/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bentiu;102
1608;29/10/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Wang-kay;0
1607;29/10/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Rubkona;107
1610;29/10/2014;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);;;;
1606;29/10/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bentiu;106
1609;29/10/2014;Battle-No change of territory;Kok Awac Clan Militia (South Sudan);4;Kok Keer Clan Militia (South Sudan);4;South Sudan;Ayen;
1605;28/10/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bentiu;105
1601;27/10/2014;Riots/Protests;Rioters (South Sudan);5;Rioters (South Sudan);5;South Sudan;Juba;0
1604;27/10/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Yambio;2
1599;27/10/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Wanj Kay;10
1602;27/10/2014;Riots/Protests;Rioters (South Sudan);5;Rioters (South Sudan);5;South Sudan;Malakal;
1603;27/10/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Amadi;6
1600;27/10/2014;Battle-Non-state actor overtakes territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bentiu;95
1598;26/10/2014;Riots/Protests;Rioters (South Sudan);5;Rioters (South Sudan);5;South Sudan;Juba;0
1597;26/10/2014;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Unidentified Armed Group (South Sudan);3;South Sudan;Dor;3
1596;26/10/2014;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Military Forces of South Sudan (2011-);1;South Sudan;Aliet;12
1595;25/10/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Maluell;2
1594;25/10/2014;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Military Forces of South Sudan (2011-);1;South Sudan;Malek;
1593;25/10/2014;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Military Forces of South Sudan (2011-);1;South Sudan;Bar Aguoc;
1592;24/10/2014;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Military Forces of South Sudan (2011-);1;South Sudan;Malek;
1590;24/10/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Rumbek;0
1591;24/10/2014;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Military Forces of South Sudan (2011-);1;South Sudan;Bar Aguoc;
1589;23/10/2014;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Military Forces of South Sudan (2011-);1;South Sudan;Malek;
1588;23/10/2014;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Military Forces of South Sudan (2011-);1;South Sudan;Bar Aguoc;
1586;21/10/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Juba;0
1587;21/10/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Bor;1
1585;19/10/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Khor Adar;0
1583;16/10/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Lologo;0
1584;16/10/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Malakal Airport;
1582;14/10/2014;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);;;;
1579;14/10/2014;Riots/Protests;Rioters (Sudan);5;Police Forces of South Sudan (2011-);1;South Sudan;Wau;0
1581;14/10/2014;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);;;;
1580;14/10/2014;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);;;;
1578;11/10/2014;Battle-No change of territory;Military Forces of Uganda (1986-);8;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Malakal;0
1576;10/10/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Malakal Airport;
1577;10/10/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of Uganda (1986-);8;South Sudan;Malakal;2
1575;10/10/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Malakal;0
1574;10/10/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Doleib Hill;
1573;08/10/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Juba;0
1572;07/10/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Unidentified Armed Group (Sudan);3;South Sudan;Chukudum;3
1571;06/10/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Aweil;0
1570;03/10/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Renk;0
1568;02/10/2014;Remote violence;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Dulayb;0
1569;02/10/2014;Remote violence;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Renk;0
1567;02/10/2014;Remote violence;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Ayod;0
1565;01/10/2014;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Renk;0
1566;01/10/2014;Violence against civilians;Rumbek Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Abiriu;9
1559;30/09/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Military Forces of South Sudan (2011-);1;South Sudan;Yei;
1562;30/09/2014;Remote violence;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Wang-kay;0
1563;30/09/2014;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Unidentified Communal Militia (South Sudan);4;South Sudan;Mundri;0
1561;30/09/2014;Remote violence;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Rubkona;0
1560;30/09/2014;Remote violence;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Gwit;0
1564;30/09/2014;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Bentiu;2
1557;29/09/2014;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Unidentified Communal Militia (South Sudan);4;South Sudan;Cueibet;12
1558;29/09/2014;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Bahr Al Arab;0
1556;27/09/2014;Remote violence;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Atar;0
1555;26/09/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rumbek;
1554;25/09/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rumbek;2
1553;24/09/2014;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Arei;0
1549;23/09/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (Egypt);;;;
1551;23/09/2014;Battle-No change of territory;Unidentified Armed Group (South Sudan);3;Military Forces of the United States;8;South Sudan;Nzara;0
1548;23/09/2014;Battle-No change of territory;Thiik Communal Militia (South Sudan);4;Leer Communal Militia (South Sudan);4;South Sudan;Kirik;
1550;23/09/2014;Violence against civilians;Leer Communal Militia (South Sudan);4;Civilians (Sudan);7;South Sudan;Akok;2
1547;22/09/2014;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Renk;25
1546;22/09/2014;Battle-Government regains territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Renk;0
1545;21/09/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Renk;0
1542;21/09/2014;Riots/Protests;Rioters (South Sudan);5;;0;South Sudan;Yida;0
1543;21/09/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Juba;0
1544;21/09/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Malakal;0
1540;20/09/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Renk;84
1539;20/09/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Payuer;84
1541;20/09/2014;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nasir;0
1536;19/09/2014;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Renk;0
1538;19/09/2014;Violence against civilians;Unidentified Armed Group (Uganda);3;Civilians (South Sudan);7;South Sudan;Kajo-Keji;1
1537;19/09/2014;Strategic development;Government of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Aweil;0
1535;19/09/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Doleib Hill;0
1534;18/09/2014;Violence against civilians;Military Forces of South Sudan (2011-) Military Intelligence Service;1;Civilians (South Sudan);7;South Sudan;Bor;0
1533;18/09/2014;Remote violence;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Renk;0
1532;18/09/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Renk;
1531;18/09/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Dukduk;0
1530;18/09/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Juba;0
1528;17/09/2014;Violence against civilians;Police Forces of South Sudan (2011-) National Security Service;1;Civilians (South Sudan);7;South Sudan;Torit;0
1527;17/09/2014;Strategic development;Police Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Tonj;0
1525;17/09/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Renk;0
1526;17/09/2014;Battle-Non-state actor overtakes territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Renk;4
1524;17/09/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Dukduk;0
1529;17/09/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Cueibet;
1521;16/09/2014;Battle-No change of territory;Unidentified Communal Militia (South Sudan);4;Unidentified Communal Militia (South Sudan);4;South Sudan;Mayath;9
1523;16/09/2014;Violence against civilians;Rup Dinka Ethnic Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Maper;5
1522;16/09/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Cueibet;1
1519;15/09/2014;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (South Sudan);7;South Sudan;Yei;0
1520;15/09/2014;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Renk;5
1552;14/09/2014;Strategic development;Military Forces of South Sudan (2011-);1;;0;South Sudan;Renk;0
1518;13/09/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Gok Dinka Ethnic Militia (South Sudan);4;South Sudan;Pacong;
1517;12/09/2014;Violence against civilians;Unidentified Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Pacong;5
1516;12/09/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Juba;0
1515;11/09/2014;Violence against civilians;Gok Dinka Ethnic Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Mayath;5
1513;10/09/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rumbek;1
1507;10/09/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Rumbek;0
1512;10/09/2014;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Nhialdiu;0
1509;10/09/2014;Battle-No change of territory;Cueibet Communal Militia (South Sudan);4;Choldong Communal Militia (South Sudan);4;South Sudan;Maper;0
1503;10/09/2014;Strategic development;Former Military Forces of South Sudan (2011-);1;;0;South Sudan;Mading-jokthiang;0
1506;10/09/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Kaka;0
1504;10/09/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;El-galhak;0
1505;10/09/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Gerger;0
1514;10/09/2014;Strategic development;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Government of Sudan (1989-);8;South Sudan;Bentiu;0
1510;10/09/2014;Strategic development;Government of South Sudan (2011-);1;Civilians (South Sudan);;;;
1502;09/09/2014;Battle-No change of territory;Cueibet Communal Militia (South Sudan);4;Choldong Communal Militia (South Sudan);4;South Sudan;Maper;2
1499;08/09/2014;Battle-No change of territory;Thuyic Ethnic Militia (South Sudan);4;Adol Clan Dinka Ethnic Militia (South Sudan);4;South Sudan;Tonj;40
1501;08/09/2014;Violence against civilians;Cueibet Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Maper;3
1498;08/09/2014;Riots/Protests;Rioters (South Sudan);5;Police Forces of South Sudan (2011-);1;South Sudan;Raja;0
1500;08/09/2014;Battle-No change of territory;Cueibet Communal Militia (South Sudan);4;Choldong Communal Militia (South Sudan);4;South Sudan;Maper;1
1496;06/09/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Military Forces of South Sudan (2011-);1;South Sudan;Malakal;1
1497;06/09/2014;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Renk;2
1492;03/09/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Renk;0
1493;03/09/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Nuer Ethnic Militia (South Sudan);4;South Sudan;Nasir;5
1494;03/09/2014;Violence against civilians;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Civilians (South Sudan);7;South Sudan;Ayod;0
1495;03/09/2014;Violence against civilians;Military Forces of South Sudan (2011-);1;Civilians (Uganda);7;South Sudan;Kajo-Keji;0
1491;31/08/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nasir;30
1489;30/08/2014;Riots/Protests;Protesters (South Sudan);6;;0;South Sudan;Rumbek;0
1490;30/08/2014;Violence against civilians;Pakam Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Akop;2
1487;28/08/2014;Violence against civilians;Bari Ethnic Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Loudo;12
1488;28/08/2014;Violence against civilians;Unidentified Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Torit;12
1485;27/08/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Rumbek;2
1484;27/08/2014;Remote violence;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nasir;0
1483;27/08/2014;Strategic development;Bor Clan Dinka Ethnic Militia (South Sudan);4;;0;South Sudan;Rumbek;0
1486;27/08/2014;Violence against civilians;Unidentified Communal Militia (South Sudan);4;Civilians (South Sudan);7;South Sudan;Cuei Adukan;1
1482;26/08/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (International);7;South Sudan;Bentiu;3
1481;25/08/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Ayod;0
1480;25/08/2014;Strategic development;Government of South Sudan (2011-);1;;0;South Sudan;Juba;0
1477;23/08/2014;Violence against civilians;Police Forces of South Sudan (2011-) National Security Service;1;Civilians (South Sudan);7;South Sudan;Wau;0
1478;23/08/2014;Violence against civilians;Unidentified Armed Group (South Sudan);3;Civilians (South Sudan);7;South Sudan;Kaka;1
1476;23/08/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;Military Forces of South Sudan (2011-);1;South Sudan;Wanyjok;2
1479;23/08/2014;Battle-No change of territory;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;Military Forces of South Sudan (2011-);1;South Sudan;Bentiu;
1475;22/08/2014;Violence against civilians;Police Forces of South Sudan (2011-) National Security Service;1;Civilians (South Sudan);7;South Sudan;Wau;
1474;21/08/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Nagdiar;0
1473;21/08/2014;Battle-No change of territory;Military Forces of South Sudan (2011-);1;SPLA/M-In Opposition: Sudanese Peoples Liberation Army/Movement-In Opposition;2;South Sudan;Doleib Hill;0
